Area;Centroid_1;Centroid_2;Perimeter;Circularity;Eccentricity;Solidity;MinorAxisLength;MajorAxisLength;Concentration;Time;Enumeration;rare
1091;61.76351971;1448.76352;125.302;0.83101665;0.268295348;0.962930274;36.62586993;38.01980113;1000;-3;1;n
1383;72.71728127;777.2002892;156.804;0.679340473;0.284507934;0.924465241;41.68019127;43.47693266;1000;-3;2;n
1312;74.59984756;1807.196646;138.245;0.82475934;0.226847283;0.943206326;41.08929263;42.18914935;1000;-3;3;n
1068;106.4007491;997.1928839;137.51;0.678409324;0.348903542;0.925476603;36.48784819;38.93454811;1000;-3;4;n
1166;110.890223;1848.371355;124.194;0.903667756;0.270385872;0.972477064;37.84520604;39.30940125;1000;-3;5;n
1496;157.0574866;275.3475936;171.045;0.619600857;0.208198194;0.933250156;43.80225763;44.7836163;1000;-3;6;n
1732;167.9272517;1237.148383;170.724;0.719996626;0.556366835;0.929184549;43.52707498;52.38313628;1000;-3;7;n
1531;169.2775963;871.3357283;163.387;0.693757085;0.511982951;0.935819071;41.38212845;48.17501739;1000;-3;8;n
1229;180.458096;987.5882832;145.846;0.695763339;0.218361257;0.930355791;39.68314032;40.66445477;1000;-3;9;n
1612;218.2537221;452.4001241;164.305;0.722474083;0.277470193;0.948235294;44.92677442;46.76295718;1000;-3;10;n
1366;232.7935578;1894.559297;134.407;0.907294464;0.364880794;0.972241993;40.27158339;43.25374555;1000;-3;11;n
1363;257.1012472;1781.524578;142.198;0.810844999;0.340838737;0.932284542;41.26647538;43.89481915;1000;-3;12;n
1374;280.2343523;1603.821689;142.025;0.819338251;0.169738712;0.943033631;42.2590164;42.88126203;1000;-3;13;n
1349;284.0422535;82.97702001;142.653;0.79751522;0.391085228;0.949331457;40.27371506;43.75891737;1000;-3;14;n
1084;289.1789668;709.0498155;129.471;0.774585949;0.408209292;0.942608696;35.60953364;39.00754446;1000;-3;15;n
1377;301.7007988;1680.026144;141.43;0.827899983;0.245829869;0.952282158;41.80362168;43.1270622;1000;-3;16;n
1270;341.9165354;1582.145669;134.978;0.836571389;0.404145879;0.940044412;39.02804798;42.66784824;1000;-3;17;n
1098;348.6612022;548.4043716;137.452;0.698041345;0.270440633;0.932880204;37.42614575;38.87474899;1000;-3;18;n
1266;357.2156398;1232.243286;134.995;0.833731271;0.243618413;0.953313253;40.19802014;41.44676299;1000;-3;19;n
1413;384.5704176;1381.539278;144.291;0.81689271;0.304219051;0.953441296;41.93647936;44.02308076;1000;-3;20;n
