Area;Centroid_1;Centroid_2;Perimeter;Circularity;Eccentricity;Solidity;MinorAxisLength;MajorAxisLength;Concentration;Time;Enumeration;rare
1424;751.2521067;1507;141.636;0.853723333;0.311528898;0.962812711;41.89461494;44.08861063;1000;-3;39;n
1229;779.194467;1072.808788;140.47;0.748829163;0.341091558;0.93460076;39.12847696;41.62470737;1000;-3;40;n
1145;785.4419214;207.6331878;123.078;0.903153984;0.360272713;0.970338983;36.91258753;39.56981856;1000;-3;41;n
1473;797.3754243;159.7454175;148.459;0.805398493;0.512678097;0.952781371;40.22234799;46.84747565;1000;-3;42;n
1002;808.6956088;449.99501;127.486;0.737917379;0.74666366;0.932093023;29.43836537;44.25479192;1000;-3;43;n
1526;816.2621232;676.7516383;143.959;0.886207768;0.36649981;0.963992419;42.93980534;46.15108427;1000;-3;44;n
1351;835.7128053;273.1361954;139.37;0.835920211;0.197504482;0.954770318;41.56712952;42.40237213;1000;-3;45;n
1215;843.3769547;1701.593416;133.101;0.822546281;0.292209532;0.961234177;38.97048708;40.74900503;1000;-3;46;n
1590;855.8446541;1098.062264;149.914;0.852920557;0.428931813;0.957254666;43.30377353;47.93756902;1000;-3;47;n
1629;925.1233886;1868.920196;149.112;0.883071462;0.285783615;0.971957041;44.94787079;46.9040426;1000;-3;48;n
1355;932.7298893;896.0339483;135.822;0.881753297;0.311820009;0.96716631;40.52413508;42.65064548;1000;-3;49;n
1424;967.8433989;1721.961376;147.798;0.785440889;0.302993005;0.953784327;41.93822521;44.00686561;1000;-3;50;n
1826;977.4200438;445.5640745;165.43;0.807498747;0.441242939;0.941237113;46.51104257;51.82937431;1000;-3;51;n
1507;1041.774386;724.2495023;194.524;0.484686539;0.896059939;0.823497268;31.56141299;71.09497782;1000;-3;52;n
1447;1042.496199;546.1078093;189.423;0.490371842;0.549420084;0.903245943;39.53867797;47.32075211;1000;-3;53;n
1951;1048.818042;1479.774987;167.092;0.846012157;0.330312703;0.955903969;49.13121712;52.05286322;1000;-3;54;n
1351;1102.167283;405.8763879;137.799;0.854659307;0.279660787;0.964311206;40.76683978;42.46108496;1000;-3;55;n
1514;1114.497358;458.348745;151.404;0.79656733;0.504872759;0.960050729;41.21285058;47.74461038;1000;-3;56;n
1652;1133.799031;1451.159806;231.344;0.377561393;0.84999542;0.793086894;37.19358522;70.60418714;1000;-3;57;y
1554;1118.622909;1780.844273;150.956;0.822373619;0.384865792;0.960444994;43.07772628;46.67281429;1000;-3;58;n
1263;1132.916865;173.2525732;130.753;0.885293219;0.320063791;0.970791699;39.1081782;41.27965333;1000;-3;59;n
1123;1183.73553;426.3882458;124.302;0.868867612;0.314318258;0.967269595;36.87414258;38.84278558;1000;-3;60;n
1511;1188.968895;1143.830576;146.334;0.849833331;0.170149321;0.956934769;44.18038372;44.83414212;1000;-3;61;n
1120;1193.798214;1682.671429;127.395;0.825968228;0.377192443;0.960548885;36.40176036;39.30503018;1000;-3;62;n
1508;1215.80504;1526.199602;144.274;0.872015812;0.282913257;0.964194373;43.44323251;45.29368332;1000;-3;63;n
1136;1223.599472;1417.565141;165.249;0.503445594;0.781769775;0.868501529;31.32415174;50.23380495;1000;-3;64;n
1545;1228.178641;650.8291262;150.726;0.82005698;0.324328469;0.95194085;43.7149183;46.21298305;1000;-3;65;n
1701;1277.280423;1159.921811;149.939;0.912166058;0.413328595;0.969230769;44.74099359;49.13450569;1000;-3;66;n
1678;1322.365316;1572.174613;160.129;0.791017118;0.303316311;0.943226532;46.11470629;48.39457835;1000;-3;67;n
1143;1317.691164;656.6342957;129.305;0.818793741;0.613418302;0.947761194;34.15554017;43.24809915;1000;-3;68;n
1433;1322.401954;1252.348221;144.845;0.822264069;0.311311065;0.946499339;42.22568197;44.43367732;1000;-3;69;n
1246;1327.838684;569.3523274;127.816;0.912991092;0.296034787;0.972677596;38.9710362;40.79979911;1000;-3;70;n
1084;1336.476937;765.0221402;127.676;0.795988587;0.730378311;0.927288281;31.08172984;45.50480287;1000;-3;71;n
1107;1344.334237;1843.783198;139.685;0.681929273;0.147732952;0.948586118;37.41395742;37.82904466;1000;-3;72;n
1624;1365.904557;1272.910099;156.035;0.805447951;0.716905221;0.968973747;38.01520659;54.52783627;1000;-3;73;n
1359;1379.682855;1580.045622;151.469;0.714415438;0.729488377;0.923861319;34.87642984;50.98943887;1000;-3;74;n
1330;1387.586466;179.5293233;144.572;0.76598556;0.477139986;0.957523398;38.68705967;44.02123079;1000;-3;75;n
1294;1394.92813;1415.708655;135.757;0.842846426;0.332255115;0.959940653;39.7693674;42.1647665;1000;-3;76;n
1773;1412.215454;1809.253807;160.823;0.828740286;0.321087384;0.953225806;46.73615826;49.3492206;1000;-3;77;n
1037;1422.513983;594.4445516;119.439;0.867251754;0.401577612;0.968253968;34.81045648;38.00994369;1000;-3;78;n
1754;1453.326112;1443.779361;164.95;0.780094954;0.312576032;0.933972311;47.0921548;49.57628651;1000;-3;79;n
1448;1464.600829;1646.54558;137.773;0.916360766;0.333508246;0.974427995;41.7354019;44.26998318;1000;-3;80;n
1196;1481.08612;611.7299331;135.822;0.778285567;0.682293567;0.948453608;33.60282933;45.96337912;1000;-3;81;n
1073;1485.976701;459.6794035;120.456;0.882652107;0.172310791;0.964928058;36.73114274;37.28888625;1000;-3;82;n
1427;1510.128942;1811.615277;139.387;0.882733977;0.310474807;0.968771215;41.60000944;43.76269125;1000;-3;83;n
1863;1519.263017;1699.045625;163.189;0.846210576;0.447516114;0.965284974;46.50371415;52.00153087;1000;-3;84;n
1207;1524.968517;557.948633;126.634;0.900598237;0.351590125;0.969477912;37.96383372;40.55297757;1000;-3;85;n
1049;1571.78837;424.4318398;126.625;0.78281574;0.727401873;0.933274021;30.62359124;44.62703075;1000;-3;86;n
1597;1592.278021;1764.227301;148.732;0.870062092;0.368952568;0.964954683;43.89008842;47.22166038;1000;-3;87;n
1537;1594.323357;1838.493169;144.621;0.88461587;0.292841676;0.965452261;43.55012555;45.54685671;1000;-3;88;n
1027;1601.945472;557.097371;126.477;0.768149415;0.616892639;0.955348837;32.28220955;41.01686017;1000;-3;89;n
1446;1659.697787;1247.83195;139.825;0.889014867;0.397922236;0.9730821;41.12883216;44.8310156;1000;-3;90;n
1667;1664.011998;818.2369526;154.728;0.840520842;0.241239773;0.955848624;45.87640099;47.27257065;1000;-3;91;n
1251;1688.633094;1358.918465;126.278;0.938570968;0.259960431;0.972027972;39.25874182;40.65654347;1000;-3;92;n
1660;1697.648193;263.1120482;150.774;0.88054735;0.372426027;0.96567772;44.83009254;48.30506831;1000;-3;93;n
1477;1714.084631;1292.551117;141.156;0.891399093;0.308535799;0.971071663;42.70644415;44.89683824;1000;-3;94;n
1231;1731.01381;1213.482535;130.769;0.862656805;0.384625687;0.970820189;38.07363528;41.24663003;1000;-3;95;n
1856;1741.393319;1709.536099;161.923;0.856012264;0.376495049;0.955223881;47.44243718;51.21058196;1000;-3;96;n
1533;1745.353555;394.0965427;149.055;0.831653002;0.370004453;0.955735661;43.07451307;46.36504092;1000;-3;97;n
1059;1763.688385;915.6997167;127.329;0.781772796;0.472747829;0.937998229;35.02950824;39.75215312;1000;-3;98;n
1126;1781.239787;680.9307282;124.301;0.871202391;0.433592796;0.965694683;36.00481836;39.95612242;1000;-3;99;n
1685;1802.760831;197.9697329;154.322;0.853983456;0.157680755;0.946629213;46.69622977;47.28779338;1000;-3;100;n
1122;1829.825312;369.7308378;125.608;0.850571827;0.367966802;0.954081633;36.85272469;39.63345002;1000;-3;101;n
1325;1840.746415;246.194717;131.116;0.923736344;0.419741821;0.969985359;39.16998867;43.15569577;1000;-3;102;n
1268;1851.949527;1341.470032;139.619;0.781830184;0.429326472;0.94485842;38.82758739;42.99132434;1000;-3;103;n
1881;1870.614035;1100.542265;162.452;0.862008608;0.298172027;0.956765005;48.40141918;50.70801795;1000;-3;104;n
