"Area","Centroid_1","Centroid_2","Perimeter","Circularity","Eccentricity","Solidity","MinorAxisLength","MajorAxisLength","Concentration","Time","Enumeration","Aggregation"
2456,957.3277687,1112.141694,252.765,0.47127595,0.840795346,0.856047403,43.87635894,81.04942663,10000,3,23,"y"
1415,962.6812721,555.5922261,143.654,0.825163996,0.762243204,0.945855615,34.4322653,53.1944354,10000,3,24,"y"
1061,969.8887842,653.1149859,123.541,0.830790194,0.244131331,0.956717764,36.38357567,37.51881322,10000,3,25,"n"
1569,1018.478649,1141.101976,168.292,0.67087399,0.831514045,0.895037079,33.98877797,61.18550819,10000,3,26,"y"
1203,1028.970906,916.6242727,129.181,0.863390942,0.411719017,0.963942308,37.53430218,41.1871564,10000,3,27,"n"
1322,1051.763994,204.887292,154.861,0.665446113,0.768946161,0.911095796,33.27033605,52.04071867,10000,3,28,"y"
1141,1263.176161,707.4864154,134.069,0.761588238,0.355345243,0.950041632,37.04276776,39.62915983,10000,3,29,"n"
1043,1341.506232,345.1505273,122.797,0.826373726,0.222065479,0.960405157,36.13904913,37.06448426,10000,3,30,"n"
1522,1370.984231,109.0913272,168.739,0.647397222,0.840525359,0.910287081,32.94320803,60.8063829,10000,3,31,"y"
1799,1383.285714,604.4941634,216.499,0.468614598,0.924640321,0.825987144,31.74213532,83.3473565,10000,3,32,"y"
1095,1628.338813,191.4246575,126.328,0.82089653,0.346696812,0.957167832,36.29266898,38.6924832,10000,3,33,"n"
1062,1686.851224,287.9312618,122.854,0.840666368,0.35534655,0.968978102,35.6893104,38.18122197,10000,3,34,"n"
2058,1847.775024,263.9494655,218.517,0.526363894,0.843270249,0.801714063,39.15995378,72.85711023,10000,3,35,"y"
1054,126.8254269,835.7941176,135.658,0.687502199,0.415242236,0.946140036,35.04188863,38.5198082,10000,3,1,"n"
1044,684.0804598,471.2375479,123.723,0.81513493,0.30218758,0.947368421,35.72249876,37.474488,10000,3,2,"n"
1288,731.5659938,1081.760093,161.163,0.599551261,0.825293496,0.888275862,31.03141785,54.95164899,10000,3,3,"y"
1751,923.575671,824.240434,213.349,0.469480925,0.893703341,0.847941889,33.04350012,73.64957817,10000,3,4,"y"
1717,973.2434479,1182.910309,193.343,0.558885906,0.878908796,0.886880165,33.22642766,69.65856167,10000,3,5,"y"
1716,1002.168415,1131.285548,202.655,0.509155908,0.900387972,0.866229177,32.01712122,73.58770409,10000,3,6,"y"
1278,1095.785603,1075.007042,147.442,0.708248085,0.724336113,0.928104575,33.92904396,49.21196685,10000,3,7,"y"
1602,1385.574282,840.2234707,181.599,0.589858322,0.805480185,0.907648725,35.2423294,59.46840889,10000,3,8,"y"
1538,1415.238622,987.1404421,169.797,0.646222922,0.843205684,0.900468384,32.97884437,61.34559395,10000,3,9,"y"
1075,1665.054884,1063.306047,133.094,0.727842075,0.362121062,0.942156004,35.86902515,38.48066672,10000,3,10,"n"
1002,1675.897206,989.0728543,127.908,0.733172615,0.455364186,0.939962477,33.84823406,38.01868364,10000,3,11,"n"
1055,1731.55545,1163.946919,131.423,0.732151104,0.39573628,0.945340502,35.27880777,38.41483359,10000,3,12,"n"
1698,1804.922261,1182.546525,178.249,0.648512021,0.838563029,0.865443425,35.99812504,66.07529625,10000,3,13,"y"
1500,1824.100667,851.9613333,190.539,0.502491723,0.886405089,0.834260289,31.78487053,68.66311923,10000,3,14,"y"
2083,1887.014402,1138.513682,248.373,0.41378311,0.864980704,0.798390188,37.96333901,75.65355012,10000,3,15,"y"
1050,28.61809524,1097.824762,121.589,0.848111967,0.313085981,0.954545455,35.89584563,37.79605015,10000,6,1,"n"
1055,66.2,1038.909005,123.103,0.831834164,0.362349126,0.955615942,35.58419737,38.17873073,10000,6,2,"n"
2138,98.9373246,971.2591207,219.848,0.540316682,0.897697328,0.854516387,36.35670545,82.5139846,10000,6,3,"y"
1147,92.15257193,609.1909329,121.638,0.925733873,0.273701389,0.969568893,37.73291316,39.23095842,10000,6,4,"n"
1724,108.0168213,359.3718097,161.278,0.80138275,0.62061157,0.949862259,42.23555122,53.86375895,10000,6,5,"y"
1042,110.8560461,1194.928983,125.824,0.787281174,0.371174477,0.951598174,35.33350426,38.05180573,10000,6,6,"n"
1131,153.4376658,840.821397,136.071,0.733356973,0.222721827,0.92704918,37.74934631,38.72196311,10000,6,7,"n"
1708,184.7055035,584.3296253,162.991,0.777656927,0.758899428,0.941046832,37.85345302,58.12806656,10000,6,8,"y"
1359,222.3539367,855.8300221,157.963,0.65798119,0.748789451,0.915151515,34.13127926,51.49497689,10000,6,9,"y"
1105,279.1004525,1058.666063,127.288,0.816243745,0.603076105,0.962543554,33.57000594,42.08435986,10000,6,10,"n"
1075,376.1237209,863.1116279,125.154,0.820719692,0.315770949,0.957257346,36.2064776,38.15885848,10000,6,11,"n"
1141,396.2751972,501.595092,131.159,0.794949701,0.284339867,0.954811715,37.51676834,39.13199841,10000,6,12,"n"
1072,508.2322761,863.4748134,117.255,0.929343482,0.315645389,0.96925859,36.09755009,38.04238223,10000,6,13,"n"
1045,609.8258373,932.0105263,117.545,0.901587958,0.302323391,0.966697502,35.75749616,37.5128965,10000,6,14,"n"
1006,651.5805169,1137.331014,125.56,0.763202883,0.246041885,0.949056604,35.45494842,36.57942946,10000,6,15,"n"
1116,756.968638,1079.28853,132.664,0.760394117,0.359909425,0.95221843,36.62754571,39.25835618,10000,6,16,"n"
1035,1168.241546,1140.389372,124.708,0.795703955,0.289060466,0.949541284,35.70728147,37.29956868,10000,6,17,"n"
1551,36.97421019,681.3694391,170.46,0.646716962,0.733705266,0.94,36.88086086,54.27903608,10000,3,1,"y"
2327,64.42544048,398.8388483,348.063,0.237075063,0.832997091,0.639110135,46.38860198,83.84330284,10000,3,2,"y"
1007,54.72989076,535.7060576,121.78,0.810894416,0.324875792,0.946428571,34.91147354,36.91380019,10000,3,3,"n"
1329,91.80060196,1120.361926,150.073,0.711433945,0.28895337,0.945234708,40.45279284,42.25526854,10000,3,4,"n"
1052,113.8602662,719.9619772,129.389,0.752650447,0.569016614,0.941808415,33.29313971,40.48654508,10000,3,5,"n"
1355,212.5712177,435.3911439,153.918,0.69027195,0.667935114,0.9287183,36.15053796,48.57510093,10000,3,6,"n"
1158,209.4620035,990.791019,136.22,0.749259437,0.420169459,0.936893204,36.65941056,40.39846371,10000,3,7,"n"
1974,237.1327254,283.6808511,198.338,0.611075517,0.852709512,0.906752412,36.88845113,70.61539681,10000,3,8,"y"
1147,273.7750654,853.353095,133.127,0.776214481,0.229349172,0.946369637,37.80988432,38.84533735,10000,3,9,"n"
1023,296.8064516,142.6148583,132.507,0.698642358,0.282500717,0.935956084,35.49130559,36.9983564,10000,3,10,"n"
1067,315.1490159,912.4929709,128.462,0.774174376,0.267184836,0.942579505,36.32083876,37.69108693,10000,3,11,"n"
1194,342.8350084,984.019263,139.123,0.741345305,0.26711813,0.946867565,38.3863193,39.83372584,10000,3,12,"n"
1056,357.2045455,140.9393939,126.833,0.785519286,0.426862653,0.96,34.9436435,38.64094563,10000,3,13,"n"
1045,374.0736842,733.3550239,132.598,0.712710359,0.27225849,0.937219731,35.93801141,37.34889777,10000,3,14,"n"
1359,416.3730684,797.3635026,143.969,0.789117056,0.242009849,0.953684211,41.14388234,42.40440446,10000,3,15,"n"
1273,530.6944226,298.572663,144.763,0.731265271,0.69801904,0.920462762,34.32882917,47.93998929,10000,3,16,"n"
1251,599.6211031,361.5315747,135.641,0.81620111,0.312714173,0.960092095,39.037778,41.0990051,10000,3,17,"n"
1136,754.0255282,108.1294014,125.592,0.861399105,0.197694439,0.961896698,37.75762829,38.51782795,10000,3,18,"n"
1821,814.2262493,457.4398682,179.018,0.689629319,0.800920852,0.911411411,37.9991454,63.46198162,10000,3,19,"n"
1509,853.3154407,1029.730285,159.054,0.720810337,0.693226075,0.934365325,37.58649123,52.15129413,10000,3,20,"n"
1555,1059.567203,66.30803859,156.398,0.767720787,0.746821752,0.939577039,36.59832366,55.0330652,10000,3,21,"n"
